,protected_word,word_to_compare,word_class,cosine_distance,cosine_similarity,connection
0,aster,caress,flowers,0.8737369775772095,0.12626303732395172,associated
1,aster,freedom,flowers,0.9621493443846703,0.03785065934062004,associated
2,aster,health,flowers,0.9561833441257477,0.04381664842367172,associated
3,aster,love,flowers,0.8076565265655518,0.19234348833560944,associated
4,aster,peace,flowers,0.9597634449601173,0.04023655876517296,associated
5,aster,cheer,flowers,0.9200279116630554,0.07997210323810577,associated
6,aster,friend,flowers,0.8821245059370995,0.11787550896406174,associated
7,aster,heaven,flowers,0.872755840420723,0.12724415957927704,associated
8,aster,loyal,flowers,1.0020880000665784,-0.002088000765070319,associated
9,aster,pleasure,flowers,0.975474651902914,0.024525338783860207,associated
10,aster,diamond,flowers,0.8503694832324982,0.1496305614709854,associated
11,aster,gentle,flowers,0.8329100161790848,0.16708999872207642,associated
12,aster,honest,flowers,0.9692193474620581,0.03078066185116768,associated
13,aster,lucky,flowers,0.8964415341615677,0.10355845838785172,associated
14,aster,rainbow,flowers,0.7264738380908966,0.2735261917114258,associated
15,aster,diploma,flowers,0.8898383229970932,0.110161691904068,associated
16,aster,gift,flowers,0.8954359740018845,0.10456401854753494,associated
17,aster,honor,flowers,0.9265302941203117,0.07346971333026886,associated
18,aster,miracle,flowers,0.8776977881789207,0.12230221927165985,associated
19,aster,sunrise,flowers,0.8140763193368912,0.18592369556427002,associated
20,aster,family,flowers,0.9080004692077637,0.09199953079223633,associated
21,aster,happy,flowers,0.9970938521437347,0.0029061411041766405,associated
22,aster,laughter,flowers,0.9602343216538429,0.03976569324731827,associated
23,aster,paradise,flowers,0.826365515589714,0.17363448441028595,associated
24,aster,vacation,flowers,0.9566031955182552,0.04339679703116417,associated
25,aster,abuse,insects,0.9491273015737534,0.05087270587682724,different
26,aster,crash,insects,0.9262667894363403,0.07373321801424026,different
27,aster,filth,insects,0.9472886808216572,0.052711330354213715,different
28,aster,murder,insects,0.9797895438969135,0.020210450515151024,different
29,aster,sickness,insects,0.9164081886410713,0.08359182626008987,different
30,aster,accident,insects,0.9684564173221588,0.03154359012842178,different
31,aster,death,insects,0.9373273253440857,0.0626726895570755,different
32,aster,grief,insects,0.9295259714126587,0.0704740434885025,different
33,aster,poison,insects,0.9010519087314606,0.09894809126853943,different
34,aster,stink,insects,0.906045213341713,0.09395478665828705,different
35,aster,assault,insects,0.9301956444978714,0.06980437785387039,different
36,aster,disaster,insects,0.9449902921915054,0.055009715259075165,different
37,aster,hatred,insects,0.9021012410521507,0.09789879620075226,different
38,aster,pollute,insects,0.9838000200688839,0.016199979931116104,different
39,aster,tragedy,insects,0.9678758345544338,0.032124172896146774,different
40,aster,divorce,insects,0.9603293053805828,0.03967070206999779,different
41,aster,jail,insects,1.0516077391803265,-0.05160773918032646,different
42,aster,poverty,insects,0.9401584379374981,0.059841565787792206,different
43,aster,ugly,insects,0.8971305266022682,0.10286946594715118,different
44,aster,cancer,insects,0.9334823116660118,0.06651769578456879,different
45,aster,kill,insects,0.9685147255659103,0.03148527443408966,different
46,aster,rotten,insects,0.8757916837930679,0.12420833855867386,different
47,aster,vomit,insects,0.945162333548069,0.0548376701772213,different
48,aster,agony,insects,0.9501908347010612,0.04980916529893875,different
49,aster,prison,insects,0.999369794211816,0.000630200665909797,different
50,aster,ballpark,neutral,1.0290141347795725,-0.029014145955443382,none
51,aster,glitchy,neutral,0.9650564007461071,0.034943606704473495,none
52,aster,billy,neutral,0.7979120463132858,0.20208793878555298,none
53,aster,dallas,neutral,0.8887851014733315,0.11121491342782974,none
54,aster,rip,neutral,0.9455754309892654,0.054424580186605453,none
55,aster,called,neutral,0.9288719296455383,0.07112808525562286,none
56,aster,outlooks,neutral,0.9917893400415778,0.008210654370486736,none
57,aster,floater,neutral,0.8785877898335457,0.12141221016645432,none
58,aster,rattlesnake,neutral,0.7553822845220566,0.24461771547794342,none
59,aster,exports,neutral,0.9458160921931267,0.05418391525745392,none
60,aster,recursion,neutral,0.8486509770154953,0.1513490378856659,none
61,aster,shortfall,neutral,0.9742101188749075,0.025789882987737656,none
62,aster,corrected,neutral,0.9596170820295811,0.04038292542099953,none
63,aster,solutions,neutral,0.9928082483820617,0.007191747426986694,none
64,aster,diagnostic,neutral,0.8923906311392784,0.10760939121246338,none
65,aster,patently,neutral,0.9993871708284132,0.0006128228269517422,none
66,aster,flops,neutral,0.8757278025150299,0.12427220493555069,none
67,aster,approx,neutral,0.9549794606864452,0.04502054676413536,none
68,aster,percents,neutral,0.981926467269659,0.018073532730340958,none
69,aster,lox,neutral,0.8011208772659302,0.1988791525363922,none
70,aster,hamburger,neutral,0.935932345688343,0.06406764686107635,none
71,aster,engulfed,neutral,0.8856934383511543,0.11430656164884567,none
72,aster,households,neutral,0.8877193108201027,0.1122806966304779,none
73,aster,north,neutral,0.8775829523801804,0.12241706997156143,none
74,aster,playtest,neutral,1.002251579426229,-0.002251578727737069,none
75,aster,replayability,neutral,0.9749677311629057,0.025032278150320053,none
76,aster,glottal,neutral,0.8473422080278397,0.15265779197216034,none
77,aster,parable,neutral,0.9168026223778725,0.08319738507270813,none
78,aster,gingers,neutral,0.583080381155014,0.41691967844963074,none
79,aster,anachronism,neutral,0.8767792284488678,0.12322079390287399,none
80,aster,organizing,neutral,1.0456811785697937,-0.0456811897456646,none
81,aster,reach,neutral,1.0156319234520197,-0.015631932765245438,none
82,aster,shtick,neutral,0.9787175338715315,0.02128245308995247,none
83,aster,eleventh,neutral,0.9879056513309479,0.012094346806406975,none
84,aster,cpu,neutral,0.8936403766274452,0.10635962337255478,none
85,aster,ranked,neutral,0.9840283114463091,0.01597168669104576,none
86,aster,irreversibly,neutral,1.000674212758895,-0.0006742020486854017,none
87,aster,ponce,neutral,0.8335306197404861,0.16646939516067505,none
88,aster,velociraptor,neutral,0.8406832814216614,0.159316748380661,none
89,aster,defects,neutral,0.9575690254569054,0.042430974543094635,none
90,aster,puzzle,neutral,0.9662020467221737,0.033797964453697205,none
91,aster,smasher,neutral,0.8978096321225166,0.10219038277864456,none
92,aster,northside,neutral,0.9718196373432875,0.028180355206131935,none
93,aster,heft,neutral,0.9677845314145088,0.03221547231078148,none
94,aster,observation,neutral,0.9551107510924339,0.044889260083436966,none
95,aster,rectum,neutral,0.9424364678561687,0.05756353959441185,none
96,aster,mystical,neutral,0.8441752791404724,0.1558246910572052,none
97,aster,telltale,neutral,0.8737328350543976,0.1262671947479248,none
98,aster,remnants,neutral,0.893561951816082,0.1064380556344986,none
99,aster,inquiry,neutral,0.9744306933134794,0.025569308549165726,none
100,aster,indisputable,neutral,1.002053646137938,-0.0020536298397928476,none
101,aster,boatload,neutral,1.0247098095715046,-0.024709809571504593,none
102,aster,lessening,neutral,0.9906113632023335,0.00938863679766655,none
103,aster,uselessness,neutral,0.9432375133037567,0.05676249414682388,none
104,aster,observes,neutral,1.0019969202112406,-0.001996910898014903,none
105,aster,fictitious,neutral,1.0372592508792877,-0.03725925087928772,none
106,aster,repatriation,neutral,0.9726385027170181,0.027361495420336723,none
107,aster,duh,neutral,0.9077478349208832,0.09225217252969742,none
108,aster,attic,neutral,0.8874026387929916,0.11259736865758896,none
109,aster,schilling,neutral,0.9372211471199989,0.06277886033058167,none
110,aster,charges,neutral,0.9488314315676689,0.05116857960820198,none
111,aster,chatter,neutral,1.0381402745842934,-0.03814028203487396,none
112,aster,pad,neutral,0.9446348175406456,0.0553651861846447,none
113,aster,smurfing,neutral,0.9620816484093666,0.03791835531592369,none
114,aster,worthiness,neutral,0.9486520886421204,0.05134791508316994,none
115,aster,definitive,neutral,1.0125789167359471,-0.01257892232388258,none
116,aster,neat,neutral,0.8989506289362907,0.10104936361312866,none
117,aster,homogenized,neutral,0.9929849398322403,0.007015056908130646,none
118,aster,lexicon,neutral,0.951164036989212,0.04883597046136856,none
119,aster,nationalized,neutral,0.9832969382405281,0.016703065484762192,none
120,aster,earpiece,neutral,1.0075671300292015,-0.007567134220153093,none
121,aster,specializations,neutral,0.8085377961397171,0.19146223366260529,none
122,aster,lapse,neutral,1.0172767490148544,-0.01727675460278988,none
123,aster,concludes,neutral,1.02631208114326,-0.0263120848685503,none
124,aster,weaving,neutral,0.8791579231619835,0.1208420917391777,none
125,aster,apprentices,neutral,0.9196762144565582,0.08032379299402237,none
126,aster,fri,neutral,0.8287244290113449,0.17127560079097748,none
127,aster,militias,neutral,0.8777246028184891,0.12227541953325272,none
128,aster,inscriptions,neutral,0.8512236773967743,0.1487763226032257,none
129,aster,gouda,neutral,0.7670012712478638,0.23299871385097504,none
130,aster,lift,neutral,1.0214896854013205,-0.021489674225449562,none
131,aster,laboring,neutral,0.9253803715109825,0.07461962848901749,none
132,aster,adaptive,neutral,0.8919929340481758,0.10800709575414658,none
133,aster,lecture,neutral,0.967141468077898,0.03285853937268257,none
134,aster,hogging,neutral,0.9209470003843307,0.07905301451683044,none
135,aster,thorne,neutral,0.8937660455703735,0.10623396188020706,none
136,aster,fud,neutral,0.8898256868124008,0.11017432808876038,none
137,aster,skews,neutral,0.966662522405386,0.033337488770484924,none
138,aster,epistles,neutral,0.8842603415250778,0.11573966592550278,none
139,aster,tagging,neutral,0.9673313125967979,0.03266868367791176,none
140,aster,crud,neutral,0.8517148941755295,0.14828510582447052,none
141,aster,two,neutral,1.0669029280543327,-0.06690292060375214,none
142,aster,rebalanced,neutral,0.9893872225657105,0.010612783953547478,none
143,aster,payroll,neutral,0.9584635347127914,0.04153646528720856,none
144,aster,damned,neutral,0.9216176271438599,0.07838238775730133,none
145,aster,approve,neutral,0.9690183512866497,0.030981652438640594,none
146,aster,reason,neutral,0.9619864299893379,0.038013577461242676,none
147,aster,formally,neutral,1.061936680227518,-0.06193668395280838,none
148,aster,releasing,neutral,1.013664429076016,-0.013664430007338524,none
149,aster,muddled,neutral,0.9650106020271778,0.034989405423402786,none
150,aster,mineral,neutral,0.9365393295884132,0.06346068531274796,none
151,aster,shied,neutral,1.0631889626383781,-0.06318897008895874,none
152,aster,capital,neutral,1.050349686294794,-0.05034969747066498,none
153,aster,nodded,neutral,0.9470830075442791,0.0529169999063015,none
154,aster,escrow,neutral,1.0544295459985733,-0.0544295459985733,none
155,aster,disconnecting,neutral,1.0352768413722515,-0.03527684882283211,none
156,aster,marshals,neutral,1.0183698739856482,-0.018369873985648155,none
157,aster,winamp,neutral,0.9176230281591415,0.08237698674201965,none
158,aster,forceful,neutral,0.9688335563987494,0.031166449189186096,none
159,aster,lowes,neutral,0.9124559015035629,0.08754409849643707,none
160,aster,sip,neutral,0.9556691609323025,0.044330842792987823,none
161,aster,pencils,neutral,0.9842094760388136,0.01579051837325096,none
162,aster,stomachs,neutral,1.0041295872069895,-0.004129596520215273,none
163,aster,goff,neutral,0.8434636741876602,0.1565362960100174,none
164,aster,cg,neutral,0.8451812863349915,0.15481871366500854,none
165,aster,backyard,neutral,0.8820287361741066,0.117971271276474,none
166,aster,uprooting,neutral,0.7957837134599686,0.20421631634235382,none
167,aster,merging,neutral,0.9799808505922556,0.020019154995679855,none
168,aster,helpful,neutral,0.940799605101347,0.05920039117336273,none
169,aster,eid,neutral,0.8873757421970367,0.11262425780296326,none
170,aster,trenchcoat,neutral,0.9781927559524775,0.021807244047522545,none
171,aster,airlift,neutral,0.9289411008358002,0.07105891406536102,none
172,aster,frothing,neutral,0.9251986593008041,0.07480134069919586,none
173,aster,pulls,neutral,0.9299975708127022,0.07000244408845901,none
174,aster,volta,neutral,0.8686670064926147,0.13133299350738525,none
175,aster,guinness,neutral,0.9016998559236526,0.09830015152692795,none
176,aster,viewership,neutral,0.9465113170444965,0.05348868668079376,none
177,aster,eruption,neutral,0.8752985075116158,0.12470149248838425,none
178,aster,peeves,neutral,0.9287540018558502,0.07124600559473038,none
179,aster,goat,neutral,0.8443664461374283,0.15563355386257172,none
180,aster,goofy,neutral,0.9403827749192715,0.05961723253130913,none
181,aster,disbanding,neutral,1.0107096135616302,-0.0107096116989851,none
182,aster,relented,neutral,1.0452245734632015,-0.04522457718849182,none
183,aster,ratings,neutral,0.9589138068258762,0.041086193174123764,none
184,aster,disputed,neutral,1.0356467626988888,-0.03564675897359848,none
185,aster,vitamins,neutral,0.871061846613884,0.12893815338611603,none
186,aster,singled,neutral,0.9917913656681776,0.00820863340049982,none
187,aster,hydroxide,neutral,0.8325066715478897,0.1674933135509491,none
188,aster,telegraphed,neutral,1.0379372388124466,-0.037937235087156296,none
189,aster,mercantile,neutral,0.9282642006874084,0.07173579931259155,none
190,aster,headache,neutral,0.9257830083370209,0.07421700656414032,none
191,aster,muppets,neutral,0.8779098093509674,0.12209021300077438,none
192,aster,petal,neutral,0.6338327825069427,0.3661673069000244,none
193,aster,arrange,neutral,0.971699146553874,0.028300857171416283,none
194,aster,donovan,neutral,0.8635934740304947,0.1364065408706665,none
195,aster,scrutinized,neutral,1.0339810997247696,-0.03398110717535019,none
196,aster,spoil,neutral,0.9827787987887859,0.017221201211214066,none
197,aster,examiner,neutral,0.9449369758367538,0.05506302788853645,none
198,aster,ironed,neutral,0.999656134576071,0.00034386388142593205,none
199,aster,maia,neutral,0.7956390380859375,0.2043609917163849,none
200,aster,condensation,neutral,0.9259217903017998,0.07407820224761963,none
201,aster,receipt,neutral,0.9749662950634956,0.02503371052443981,none
202,aster,solider,neutral,0.8864355757832527,0.11356444656848907,none
203,aster,tattooing,neutral,0.9302905425429344,0.06970945745706558,none
204,aster,encoded,neutral,0.94218485429883,0.05781514570116997,none
205,aster,compartmentalize,neutral,1.027594881132245,-0.027594884857535362,none
206,aster,lain,neutral,0.9340813383460045,0.06591866910457611,none
207,aster,gov,neutral,0.8609717041254044,0.13902829587459564,none
208,aster,printers,neutral,0.8933847993612289,0.10661520063877106,none
209,aster,hiked,neutral,1.0084012085571885,-0.008401201106607914,none
210,aster,resentment,neutral,0.9109511077404022,0.08904888480901718,none
211,aster,revisionism,neutral,0.9263866916298866,0.07361330091953278,none
212,aster,tavern,neutral,1.0010055748280138,-0.001005570637062192,none
213,aster,backpacking,neutral,0.8842134401202202,0.11578656733036041,none
214,aster,pestering,neutral,0.9716414157301188,0.028358589857816696,none
215,aster,acknowledges,neutral,1.0134094823151827,-0.01340949535369873,none
216,aster,testimonies,neutral,1.0496839359402657,-0.04968393221497536,none
217,aster,parlance,neutral,0.8702196329832077,0.1297803670167923,none
218,aster,hallucinate,neutral,0.9158051237463951,0.08419489115476608,none
219,aster,speeches,neutral,1.0640812665224075,-0.06408126652240753,none
220,aster,engaging,neutral,1.1003291681408882,-0.10032917559146881,none
221,aster,solder,neutral,0.9186939671635628,0.08130603283643723,none
222,aster,perceptive,neutral,0.9490302726626396,0.05096972733736038,none
223,aster,microbiology,neutral,0.872193843126297,0.1278061419725418,none
224,aster,reconnaissance,neutral,0.9263430237770081,0.07365696877241135,none
225,aster,garlic,neutral,0.7050834894180298,0.294916570186615,none
226,aster,neutrals,neutral,0.8510019183158875,0.14899808168411255,none
227,aster,width,neutral,0.8151542246341705,0.18484576046466827,none
228,aster,literaly,neutral,0.9666176475584507,0.0333823636174202,none
229,aster,guild,neutral,0.9220254793763161,0.07797452807426453,none
230,aster,despicable,neutral,0.9166820198297501,0.08331798762083054,none
231,aster,dion,neutral,0.7525578886270523,0.24744214117527008,none
232,aster,option,neutral,0.93999083340168,0.060009170323610306,none
233,aster,transistors,neutral,0.9474716112017632,0.05252838879823685,none
234,aster,chiropractic,neutral,0.9698863998055458,0.03011360764503479,none
235,aster,tattered,neutral,0.9025585800409317,0.09744144231081009,none
236,aster,consolidating,neutral,0.9850461613386869,0.014953840523958206,none
237,aster,olds,neutral,0.9381441175937653,0.06185587868094444,none
238,aster,garmin,neutral,0.8516610860824585,0.1483389139175415,none
239,aster,shift,neutral,1.0721375942230225,-0.07213761657476425,none
240,aster,granted,neutral,0.9876470053568482,0.012352997437119484,none
241,aster,intramural,neutral,0.9050938561558723,0.09490615129470825,none
242,aster,allie,neutral,0.8502391427755356,0.1497608870267868,none
243,aster,cylinders,neutral,1.018371619284153,-0.018371624872088432,none
244,aster,wishlist,neutral,0.9657252952456474,0.03427470847964287,none
245,aster,crank,neutral,1.0044418973848224,-0.004441909957677126,none
246,aster,wrongly,neutral,1.0363947078585625,-0.03639471158385277,none
247,aster,workshop,neutral,0.9676899872720242,0.032310012727975845,none
248,aster,yesterday,neutral,1.080856092274189,-0.08085609972476959,none
249,aster,wooden,neutral,0.8981445878744125,0.10185542702674866,none
250,aster,without,neutral,1.090095892548561,-0.09009590744972229,none
251,aster,wheel,neutral,0.9878898309543729,0.01211017556488514,none
252,aster,weather,neutral,0.8985349237918854,0.10146508365869522,none
253,aster,watch,neutral,1.003246855456382,-0.0032468601129949093,none
254,aster,version,neutral,0.9380208365619183,0.06197917461395264,none
255,aster,usually,neutral,0.9111984446644783,0.0888015478849411,none
256,aster,twice,neutral,1.0332768075168133,-0.033276818692684174,none
257,aster,tomato,neutral,0.6638083457946777,0.33619165420532227,none
258,aster,ticket,neutral,1.0288101714104414,-0.02881016954779625,none
259,aster,text,neutral,0.9533235095441341,0.046676501631736755,none
260,aster,switch,neutral,0.937946230173111,0.06205377355217934,none
261,aster,studio,neutral,1.0220062918961048,-0.02200629562139511,none
262,aster,stick,neutral,1.005388095509261,-0.005388097371906042,none
263,aster,soup,neutral,0.852979764342308,0.14702022075653076,none
264,aster,sometimes,neutral,0.9392555393278599,0.06074448302388191,none
265,aster,signal,neutral,0.909425400197506,0.09057460725307465,none
266,aster,prior,neutral,1.146454557776451,-0.1464545577764511,none
267,aster,plant,neutral,0.8119031637907028,0.18809683620929718,none
268,aster,photo,neutral,0.930101215839386,0.06989879161119461,none
269,aster,path,neutral,0.9309739917516708,0.06902601569890976,none
270,aster,park,neutral,0.9635841548442841,0.03641584888100624,none
271,aster,near,neutral,0.939110916107893,0.060889095067977905,none
272,aster,menu,neutral,0.913090817630291,0.08690918982028961,none
273,aster,latter,neutral,1.0382056571543217,-0.03820565342903137,none
274,aster,grass,neutral,0.6727937161922455,0.3272062838077545,none
275,aster,clock,neutral,0.9932375941425562,0.006762405391782522,none
276,aster,wear,human,0.9503050073981285,0.049695007503032684,human
277,aster,walk,human,1.0479863956570625,-0.04798639565706253,human
278,aster,visitor,human,0.899742878973484,0.10025712847709656,human
279,aster,toy,human,1.0035653170198202,-0.0035653221420943737,human
280,aster,tissue,human,0.8813429921865463,0.11865703761577606,human
281,aster,throw,human,0.9679633490741253,0.03203665092587471,human
282,aster,talk,human,1.0446754656732082,-0.044675469398498535,human
283,aster,sleep,human,0.9645419903099537,0.03545801341533661,human
284,aster,eye,human,0.9252309426665306,0.07476907223463058,human
285,aster,enjoy,human,0.9597032219171524,0.040296781808137894,human
286,aster,blogger,human,1.033651888370514,-0.03365189954638481,human
287,aster,character,human,0.9519476182758808,0.048052381724119186,human
288,aster,candidate,human,0.9324322119355202,0.06756778061389923,human
289,aster,breakfast,human,0.9776742588728666,0.022325731813907623,human
290,aster,supper,human,0.8910242989659309,0.10897570848464966,human
291,aster,dinner,human,1.0014986982569098,-0.001498698489740491,human
292,aster,eat,human,0.9537312500178814,0.04626874998211861,human
293,aster,drink,human,0.9985098522156477,0.0014901442918926477,human
294,aster,carry,human,1.0252084378153086,-0.025208434090018272,human
295,aster,run,human,1.0044600297696888,-0.0044600265100598335,human
296,aster,cast,human,0.9100764468312263,0.08992356061935425,human
297,aster,ask,human,1.002460319083184,-0.00246030674315989,human
298,aster,awake,human,1.0350856184959412,-0.03508562594652176,human
299,aster,ear,human,0.9581359624862671,0.04186404496431351,human
300,aster,nose,human,0.8815051689743996,0.11849485337734222,human
301,aster,lunch,human,1.0186938121914864,-0.01869380846619606,human
302,aster,coalition,human,1.0197749715298414,-0.019774973392486572,human
303,aster,policies,human,0.9974457386415452,0.0025542641524225473,human
304,aster,restaurant,human,1.0164779983460903,-0.016477996483445168,human
305,aster,stood,human,1.0110565489158034,-0.011056547053158283,human
306,aster,assumed,human,0.9775337129831314,0.02246629074215889,human
307,aster,attend,human,1.0027404895517975,-0.002740484429523349,human
308,aster,swimming,human,0.8651976734399796,0.13480232656002045,human
309,aster,trip,human,0.9438590258359909,0.056140974164009094,human
310,aster,door,human,1.0559432618319988,-0.055943265557289124,human
311,aster,determine,human,1.0099246744066477,-0.009924671612679958,human
312,aster,gets,human,0.9316859841346741,0.06831403076648712,human
313,aster,leg,human,0.9750308822840452,0.02496912330389023,human
314,aster,arrival,human,0.9131374880671501,0.08686252683401108,human
315,aster,translated,human,1.013177084736526,-0.013177093118429184,human
316,aster,eyes,human,0.9481876492500305,0.05181235447525978,human
317,aster,step,human,1.0237821582704782,-0.023782161995768547,human
318,aster,whilst,human,0.9727316536009312,0.02726835384964943,human
319,aster,translation,human,0.962725505232811,0.037274498492479324,human
320,aster,practices,human,0.9211876317858696,0.0788123682141304,human
321,aster,measure,human,0.9294620454311371,0.07053796201944351,human
322,aster,storage,human,0.8993262723088264,0.10067375004291534,human
323,aster,window,human,0.9538559354841709,0.04614407569169998,human
324,aster,journey,human,0.9386159628629684,0.06138403341174126,human
325,aster,interested,human,1.0286092851310968,-0.028609290719032288,human
326,aster,tries,human,0.9616623409092426,0.03833766654133797,human
327,aster,suggests,human,0.9082560613751411,0.09174394607543945,human
328,aster,allied,human,1.0463164262473583,-0.046316422522068024,human
329,aster,cinema,human,0.9826151356101036,0.017384877428412437,human
330,aster,finding,human,0.9763564094901085,0.02364358678460121,human
331,aster,restoration,human,0.9246278256177902,0.07537219673395157,human
332,aster,expression,human,0.9095066413283348,0.09049337357282639,human
333,aster,visitors,human,0.967611487954855,0.03238851577043533,human
